team,week,name,nflteam,position,score,started
5,5,Deebo Samuel,SF,WR,0.00,false
5,5,Justin Tucker,Bal,K,0.00,true
5,5,New York,NYG,DEF,0.00,true
5,5,Cleveland,Cle,DEF,0.00,false
5,6,Josh Allen,Buf,QB,0.00,true
5,6,DJ Moore,Car,WR,0.00,true
5,6,Jakobi Meyers,NE,WR,0.00,true
5,6,Todd Gurley II,Atl,RB,0.00,true
5,6,Duke Johnson,Hou,RB,0.00,true
5,6,Jonnu Smith,Ten,TE,0.00,true
5,6,Clyde Edwards-Helaire,KC,RB,0.00,true
5,6,Cam Newton,NE,QB,0.00,false
5,6,Logan Thomas,Was,TE,0.00,false
5,6,Allen Robinson II,Chi,WR,0.00,false
5,6,Leonard Fournette,TB,RB,0.00,false
5,6,Le'Veon Bell,KC,RB,0.00,false
5,6,D'Andre Swift,Det,RB,0.00,false
5,6,Deebo Samuel,SF,WR,0.00,false
5,6,Justin Tucker,Bal,K,0.00,true
5,6,New York,NYG,DEF,0.00,true
5,6,Cleveland,Cle,DEF,0.00,false
5,7,Josh Allen,Buf,QB,0.00,true
5,7,DJ Moore,Car,WR,0.00,true
5,7,Jakobi Meyers,NE,WR,0.00,true
5,7,Todd Gurley II,Atl,RB,0.00,true
5,7,Duke Johnson,Hou,RB,0.00,true
5,7,Jonnu Smith,Ten,TE,0.00,true
5,7,Clyde Edwards-Helaire,KC,RB,0.00,true
5,7,Cam Newton,NE,QB,0.00,false
5,7,Logan Thomas,Was,TE,0.00,false
5,7,Allen Robinson II,Chi,WR,0.00,false
5,7,Leonard Fournette,TB,RB,0.00,false
5,7,Le'Veon Bell,KC,RB,0.00,false
5,7,D'Andre Swift,Det,RB,0.00,false
5,7,Deebo Samuel,SF,WR,0.00,false
5,7,Justin Tucker,Bal,K,0.00,true
5,7,New York,NYG,DEF,0.00,true
5,7,Cleveland,Cle,DEF,0.00,false
5,8,Josh Allen,Buf,QB,0.00,true
5,8,DJ Moore,Car,WR,0.00,true
5,8,Jakobi Meyers,NE,WR,0.00,true
5,8,Todd Gurley II,Atl,RB,0.00,true
5,8,Duke Johnson,Hou,RB,0.00,true
5,8,Jonnu Smith,Ten,TE,0.00,true
5,8,Clyde Edwards-Helaire,KC,RB,0.00,true
5,8,Cam Newton,NE,QB,0.00,false
5,8,Logan Thomas,Was,TE,0.00,false
5,8,Allen Robinson II,Chi,WR,0.00,false
5,8,Leonard Fournette,TB,RB,0.00,false
5,8,Le'Veon Bell,KC,RB,0.00,false
5,8,D'Andre Swift,Det,RB,0.00,false
5,8,Deebo Samuel,SF,WR,0.00,false
5,8,Justin Tucker,Bal,K,0.00,true
5,8,New York,NYG,DEF,0.00,true
5,8,Cleveland,Cle,DEF,0.00,false
5,9,Josh Allen,Buf,QB,0.00,true
5,9,DJ Moore,Car,WR,0.00,true
5,9,Jakobi Meyers,NE,WR,0.00,true
5,9,Todd Gurley II,Atl,RB,0.00,true
5,9,Duke Johnson,Hou,RB,0.00,true
5,9,Jonnu Smith,Ten,TE,0.00,true
5,9,Clyde Edwards-Helaire,KC,RB,0.00,true
5,9,Cam Newton,NE,QB,0.00,false
5,9,Logan Thomas,Was,TE,0.00,false
5,9,Allen Robinson II,Chi,WR,0.00,false
5,9,Leonard Fournette,TB,RB,0.00,false
5,9,Le'Veon Bell,KC,RB,0.00,false
5,9,D'Andre Swift,Det,RB,0.00,false
5,9,Deebo Samuel,SF,WR,0.00,false
5,9,Justin Tucker,Bal,K,0.00,true
5,9,New York,NYG,DEF,0.00,true
5,9,Cleveland,Cle,DEF,0.00,false
5,10,Josh Allen,Buf,QB,0.00,true
5,10,DJ Moore,Car,WR,0.00,true
5,10,Jakobi Meyers,NE,WR,0.00,true
5,10,Todd Gurley II,Atl,RB,0.00,true
5,10,Duke Johnson,Hou,RB,0.00,true
5,10,Jonnu Smith,Ten,TE,0.00,true
5,10,Clyde Edwards-Helaire,KC,RB,0.00,true
5,10,Cam Newton,NE,QB,0.00,false
5,10,Logan Thomas,Was,TE,0.00,false
5,10,Allen Robinson II,Chi,WR,0.00,false
5,10,Leonard Fournette,TB,RB,0.00,false
5,10,Le'Veon Bell,KC,RB,0.00,false
5,10,D'Andre Swift,Det,RB,0.00,false
5,10,Deebo Samuel,SF,WR,0.00,false
5,10,Justin Tucker,Bal,K,0.00,true
5,10,New York,NYG,DEF,0.00,true
5,10,Cleveland,Cle,DEF,0.00,false
6,1,Patrick Mahomes,KC,QB,20.44,true
6,1,Cooper Kupp,LAR,WR,6.00,true
6,1,Keenan Allen,LAC,WR,5.70,true
6,1,Ezekiel Elliott,Dal,RB,26.20,true
6,1,James Conner,Pit,RB,2.70,true
6,1,Travis Kelce,KC,TE,14.00,true
6,1,Stefon Diggs,Buf,WR,12.60,true
6,1,Tyler Boyd,Cin,WR,5.30,false
6,1,A.J. Green,Cin,WR,7.60,false
6,1,Matt Breida,Mia,RB,2.20,false
6,1,Adrian Peterson,Det,RB,12.90,false
6,1,Sterling Shepard,NYG,WR,7.70,false
6,1,Benny Snell Jr.,Pit,RB,11.30,false
6,1,Ryquell Armstead,Jax,RB,0.00,false
6,1,Robbie Gould,SF,K,9.60,true
6,1,Pittsburgh,Pit,DEF,13.00,true
6,2,Patrick Mahomes,KC,QB,27.48,true
6,2,Cooper Kupp,LAR,WR,10.50,true
6,2,Keenan Allen,LAC,WR,13.10,true
6,2,Ezekiel Elliott,Dal,RB,19.20,true
6,2,James Conner,Pit,RB,19.10,true
6,2,Travis Kelce,KC,TE,19.50,true
6,2,Stefon Diggs,Buf,WR,25.30,true
6,2,Tyler Boyd,Cin,WR,16.70,false
6,2,A.J. Green,Cin,WR,4.40,false
6,2,Adrian Peterson,Det,RB,4.10,false
6,2,Sterling Shepard,NYG,WR,4.50,false
6,2,Benny Snell Jr.,Pit,RB,-1.40,false
6,2,Robby Anderson,Car,WR,13.40,false
6,2,Ryquell Armstead,Jax,RB,0.00,false
6,2,Robbie Gould,SF,K,8.60,true
6,2,Pittsburgh,Pit,DEF,18.50,true
6,3,Patrick Mahomes,KC,QB,40.00,true
6,3,Stefon Diggs,Buf,WR,12.90,true
6,3,Keenan Allen,LAC,WR,23.70,true
6,3,Ezekiel Elliott,Dal,RB,14.80,true
6,3,James Conner,Pit,RB,22.90,true
6,3,Travis Kelce,KC,TE,11.70,true
6,3,Cooper Kupp,LAR,WR,21.20,true
6,3,Tyler Boyd,Cin,WR,17.50,false
6,3,A.J. Green,Cin,WR,6.10,false
6,3,Adrian Peterson,Det,RB,9.00,false
6,3,Benny Snell Jr.,Pit,RB,1.10,false
6,3,Robby Anderson,Car,WR,8.00,false
6,3,Dion Lewis,NYG,RB,1.50,false
6,3,Ryquell Armstead,Jax,RB,0.00,false
6,3,Robbie Gould,SF,K,14.00,true
6,3,Pittsburgh,Pit,DEF,11.50,true
6,4,Patrick Mahomes,KC,QB,20.24,true
6,4,Stefon Diggs,Buf,WR,14.50,true
6,4,Keenan Allen,LAC,WR,10.20,true
6,4,Ezekiel Elliott,Dal,RB,16.50,true
6,4,J.J. Taylor,NE,RB,0.00,true
6,4,Travis Kelce,KC,TE,8.50,true
6,4,Cooper Kupp,LAR,WR,15.20,true
6,4,Adrian Peterson,Det,RB,9.60,false
6,4,James Conner,Pit,RB,0.00,false
6,4,Tyler Boyd,Cin,WR,12.90,false
6,4,A.J. Green,Cin,WR,0.80,false
6,4,Robby Anderson,Car,WR,13.90,false
6,4,Ryquell Armstead,Jax,RB,0.00,false
6,4,Robbie Gould,SF,K,2.00,true
6,4,Los Angeles,LAC,DEF,2.50,true
6,4,Pittsburgh,Pit,DEF,0.00,false
6,5,Josh Allen,Buf,QB,0.00,true
6,5,DJ Moore,Car,WR,0.00,true
6,5,Jakobi Meyers,NE,WR,0.00,true
6,5,Todd Gurley II,Atl,RB,0.00,true
6,5,Duke Johnson,Hou,RB,0.00,true
6,5,Jonnu Smith,Ten,TE,0.00,true
6,5,Clyde Edwards-Helaire,KC,RB,0.00,true
6,5,Cam Newton,NE,QB,0.00,false
6,5,Logan Thomas,Was,TE,0.00,false
6,5,Allen Robinson II,Chi,WR,0.00,false
6,5,Leonard Fournette,TB,RB,0.00,false
6,5,Le'Veon Bell,KC,RB,0.00,false
6,5,D'Andre Swift,Det,RB,0.00,false
6,5,Deebo Samuel,SF,WR,0.00,false
6,5,Justin Tucker,Bal,K,0.00,true
6,5,New York,NYG,DEF,0.00,true
6,5,Cleveland,Cle,DEF,0.00,false
6,6,Josh Allen,Buf,QB,0.00,true
6,6,DJ Moore,Car,WR,0.00,true
6,6,Jakobi Meyers,NE,WR,0.00,true
6,6,Todd Gurley II,Atl,RB,0.00,true
6,6,Duke Johnson,Hou,RB,0.00,true
6,6,Jonnu Smith,Ten,TE,0.00,true
6,6,Clyde Edwards-Helaire,KC,RB,0.00,true
6,6,Cam Newton,NE,QB,0.00,false
6,6,Logan Thomas,Was,TE,0.00,false
6,6,Allen Robinson II,Chi,WR,0.00,false
6,6,Leonard Fournette,TB,RB,0.00,false
6,6,Le'Veon Bell,KC,RB,0.00,false
6,6,D'Andre Swift,Det,RB,0.00,false
6,6,Deebo Samuel,SF,WR,0.00,false
6,6,Justin Tucker,Bal,K,0.00,true
6,6,New York,NYG,DEF,0.00,true
6,6,Cleveland,Cle,DEF,0.00,false
6,7,Josh Allen,Buf,QB,0.00,true
6,7,DJ Moore,Car,WR,0.00,true
6,7,Jakobi Meyers,NE,WR,0.00,true
6,7,Todd Gurley II,Atl,RB,0.00,true
6,7,Duke Johnson,Hou,RB,0.00,true
6,7,Jonnu Smith,Ten,TE,0.00,true
6,7,Clyde Edwards-Helaire,KC,RB,0.00,true
6,7,Cam Newton,NE,QB,0.00,false
6,7,Logan Thomas,Was,TE,0.00,false
6,7,Allen Robinson II,Chi,WR,0.00,false
6,7,Leonard Fournette,TB,RB,0.00,false
6,7,Le'Veon Bell,KC,RB,0.00,false
6,7,D'Andre Swift,Det,RB,0.00,false
6,7,Deebo Samuel,SF,WR,0.00,false
6,7,Justin Tucker,Bal,K,0.00,true
6,7,New York,NYG,DEF,0.00,true
6,7,Cleveland,Cle,DEF,0.00,false
6,8,Josh Allen,Buf,QB,0.00,true
6,8,DJ Moore,Car,WR,0.00,true
6,8,Jakobi Meyers,NE,WR,0.00,true
6,8,Todd Gurley II,Atl,RB,0.00,true
6,8,Duke Johnson,Hou,RB,0.00,true
6,8,Jonnu Smith,Ten,TE,0.00,true
6,8,Clyde Edwards-Helaire,KC,RB,0.00,true
6,8,Cam Newton,NE,QB,0.00,false
6,8,Logan Thomas,Was,TE,0.00,false
6,8,Allen Robinson II,Chi,WR,0.00,false
6,8,Leonard Fournette,TB,RB,0.00,false
6,8,Le'Veon Bell,KC,RB,0.00,false
6,8,D'Andre Swift,Det,RB,0.00,false
6,8,Deebo Samuel,SF,WR,0.00,false
6,8,Justin Tucker,Bal,K,0.00,true
6,8,New York,NYG,DEF,0.00,true
6,8,Cleveland,Cle,DEF,0.00,false
6,9,Josh Allen,Buf,QB,0.00,true
6,9,DJ Moore,Car,WR,0.00,true
6,9,Jakobi Meyers,NE,WR,0.00,true
6,9,Todd Gurley II,Atl,RB,0.00,true
6,9,Duke Johnson,Hou,RB,0.00,true
6,9,Jonnu Smith,Ten,TE,0.00,true
6,9,Clyde Edwards-Helaire,KC,RB,0.00,true
6,9,Cam Newton,NE,QB,0.00,false
6,9,Logan Thomas,Was,TE,0.00,false
6,9,Allen Robinson II,Chi,WR,0.00,false
6,9,Leonard Fournette,TB,RB,0.00,false
6,9,Le'Veon Bell,KC,RB,0.00,false
6,9,D'Andre Swift,Det,RB,0.00,false
6,9,Deebo Samuel,SF,WR,0.00,false
6,9,Justin Tucker,Bal,K,0.00,true
6,9,New York,NYG,DEF,0.00,true
6,9,Cleveland,Cle,DEF,0.00,false
6,10,Josh Allen,Buf,QB,0.00,true
6,10,DJ Moore,Car,WR,0.00,true
6,10,Jakobi Meyers,NE,WR,0.00,true
6,10,Todd Gurley II,Atl,RB,0.00,true
6,10,Duke Johnson,Hou,RB,0.00,true
6,10,Jonnu Smith,Ten,TE,0.00,true
6,10,Clyde Edwards-Helaire,KC,RB,0.00,true
6,10,Cam Newton,NE,QB,0.00,false
6,10,Logan Thomas,Was,TE,0.00,false
6,10,Allen Robinson II,Chi,WR,0.00,false
6,10,Leonard Fournette,TB,RB,0.00,false
6,10,Le'Veon Bell,KC,RB,0.00,false
6,10,D'Andre Swift,Det,RB,0.00,false
6,10,Deebo Samuel,SF,WR,0.00,false
6,10,Justin Tucker,Bal,K,0.00,true
6,10,New York,NYG,DEF,0.00,true
6,10,Cleveland,Cle,DEF,0.00,false
7,1,Kyler Murray,Ari,QB,26.30,true
7,1,Michael Thomas,NO,WR,3.20,true
7,1,Adam Thielen,Min,WR,28.00,true
7,1,Nick Chubb,Cle,RB,5.10,true
7,1,James White,NE,RB,6.70,true
7,1,Zach Ertz,Phi,TE,9.30,true
7,1,Mike Evans,TB,WR,6.70,true
7,1,Jordan Howard,Mia,RB,6.70,false
7,1,Ronald Jones II,TB,RB,9.20,false
7,1,Jamison Crowder,NYJ,WR,21.00,false
7,1,Hunter Henry,LAC,TE,9.80,false
7,1,Tom Brady,TB,QB,20.46,false
7,1,Emmanuel Sanders,NO,WR,9.00,false
7,1,Zane Gonzalez,Ari,K,8.60,true
7,1,Minnesota,Min,DEF,-7.00,true
7,2,Kyler Murray,Ari,QB,32.14,true
7,2,Adam Thielen,Min,WR,4.60,true
7,2,Mike Evans,TB,WR,19.90,true
7,2,Nick Chubb,Cle,RB,25.80,true
7,2,Ronald Jones II,TB,RB,9.70,true
7,2,Zach Ertz,Phi,TE,6.70,true
7,2,Emmanuel Sanders,NO,WR,2.30,true
7,2,James White,NE,RB,0.00,false
7,2,Jordan Howard,Mia,RB,6.40,false
7,2,Hunter Henry,LAC,TE,11.30,false
7,2,Tom Brady,TB,QB,8.68,false
7,2,Tarik Cohen,Chi,RB,3.20,false
7,2,Michael Thomas,NO,WR,0.00,false
7,2,Jamison Crowder,NYJ,WR,0.00,false
7,2,Zane Gonzalez,Ari,K,14.00,true
7,2,Chicago,Chi,DEF,11.00,true
7,2,Minnesota,Min,DEF,2.50,false
7,3,Kyler Murray,Ari,QB,21.70,true
7,3,Adam Thielen,Min,WR,10.80,true
7,3,Mike Evans,TB,WR,13.20,true
7,3,Nick Chubb,Cle,RB,23.50,true
7,3,Mike Davis,Car,RB,19.10,true
7,3,Zach Ertz,Phi,TE,10.50,true
7,3,Hunter Henry,LAC,TE,7.50,true
7,3,Marvin Jones Jr.,Det,WR,6.60,false
7,3,Emmanuel Sanders,NO,WR,13.60,false
7,3,Ronald Jones II,TB,RB,8.30,false
7,3,Tom Brady,TB,QB,23.88,false
7,3,Sony Michel,NE,RB,15.00,false
7,3,Michael Thomas,NO,WR,0.00,false
7,3,James White,NE,RB,0.00,false
7,3,Zane Gonzalez,Ari,K,6.40,true
7,3,Arizona,Ari,DEF,4.00,true
7,3,Chicago,Chi,DEF,2.50,false
7,4,Kyler Murray,Ari,QB,23.12,true
7,4,Adam Thielen,Min,WR,22.20,true
7,4,Mike Evans,TB,WR,21.70,true
7,4,Nick Chubb,Cle,RB,4.30,true
7,4,Mike Davis,Car,RB,19.60,true
7,4,Zach Ertz,Phi,TE,4.90,true
7,4,Ronald Jones II,TB,RB,15.80,true
7,4,Marvin Jones Jr.,Det,WR,1.40,false
7,4,Hunter Henry,LAC,TE,4.90,false
7,4,Emmanuel Sanders,NO,WR,12.30,false
7,4,Tom Brady,TB,QB,32.46,false
7,4,James White,NE,RB,9.40,false
7,4,Brandon Aiyuk,SF,WR,12.60,false
7,4,Michael Thomas,NO,WR,0.00,false
7,4,Zane Gonzalez,Ari,K,3.00,true
7,4,Chicago,Chi,DEF,7.50,true
7,5,Josh Allen,Buf,QB,0.00,true
7,5,DJ Moore,Car,WR,0.00,true
7,5,Jakobi Meyers,NE,WR,0.00,true
7,5,Todd Gurley II,Atl,RB,0.00,true
7,5,Duke Johnson,Hou,RB,0.00,true
7,5,Jonnu Smith,Ten,TE,0.00,true
7,5,Clyde Edwards-Helaire,KC,RB,0.00,true
7,5,Cam Newton,NE,QB,0.00,false
7,5,Logan Thomas,Was,TE,0.00,false
7,5,Allen Robinson II,Chi,WR,0.00,false
7,5,Leonard Fournette,TB,RB,0.00,false
7,5,Le'Veon Bell,KC,RB,0.00,false
7,5,D'Andre Swift,Det,RB,0.00,false
7,5,Deebo Samuel,SF,WR,0.00,false
7,5,Justin Tucker,Bal,K,0.00,true
7,5,New York,NYG,DEF,0.00,true
7,5,Cleveland,Cle,DEF,0.00,false
7,6,Josh Allen,Buf,QB,0.00,true
7,6,DJ Moore,Car,WR,0.00,true
7,6,Jakobi Meyers,NE,WR,0.00,true
7,6,Todd Gurley II,Atl,RB,0.00,true
7,6,Duke Johnson,Hou,RB,0.00,true
7,6,Jonnu Smith,Ten,TE,0.00,true
7,6,Clyde Edwards-Helaire,KC,RB,0.00,true
7,6,Cam Newton,NE,QB,0.00,false
7,6,Logan Thomas,Was,TE,0.00,false
7,6,Allen Robinson II,Chi,WR,0.00,false
7,6,Leonard Fournette,TB,RB,0.00,false
7,6,Le'Veon Bell,KC,RB,0.00,false
7,6,D'Andre Swift,Det,RB,0.00,false
7,6,Deebo Samuel,SF,WR,0.00,false
7,6,Justin Tucker,Bal,K,0.00,true
7,6,New York,NYG,DEF,0.00,true
7,6,Cleveland,Cle,DEF,0.00,false
7,7,Josh Allen,Buf,QB,0.00,true
7,7,DJ Moore,Car,WR,0.00,true
7,7,Jakobi Meyers,NE,WR,0.00,true
7,7,Todd Gurley II,Atl,RB,0.00,true
7,7,Duke Johnson,Hou,RB,0.00,true
7,7,Jonnu Smith,Ten,TE,0.00,true
7,7,Clyde Edwards-Helaire,KC,RB,0.00,true
7,7,Cam Newton,NE,QB,0.00,false
7,7,Logan Thomas,Was,TE,0.00,false
7,7,Allen Robinson II,Chi,WR,0.00,false
7,7,Leonard Fournette,TB,RB,0.00,false
7,7,Le'Veon Bell,KC,RB,0.00,false
7,7,D'Andre Swift,Det,RB,0.00,false
7,7,Deebo Samuel,SF,WR,0.00,false
7,7,Justin Tucker,Bal,K,0.00,true
7,7,New York,NYG,DEF,0.00,true
7,7,Cleveland,Cle,DEF,0.00,false
7,8,Josh Allen,Buf,QB,0.00,true
7,8,DJ Moore,Car,WR,0.00,true
7,8,Jakobi Meyers,NE,WR,0.00,true
7,8,Todd Gurley II,Atl,RB,0.00,true
7,8,Duke Johnson,Hou,RB,0.00,true
7,8,Jonnu Smith,Ten,TE,0.00,true
7,8,Clyde Edwards-Helaire,KC,RB,0.00,true
7,8,Cam Newton,NE,QB,0.00,false
7,8,Logan Thomas,Was,TE,0.00,false
7,8,Allen Robinson II,Chi,WR,0.00,false
7,8,Leonard Fournette,TB,RB,0.00,false
7,8,Le'Veon Bell,KC,RB,0.00,false
7,8,D'Andre Swift,Det,RB,0.00,false
7,8,Deebo Samuel,SF,WR,0.00,false
7,8,Justin Tucker,Bal,K,0.00,true
7,8,New York,NYG,DEF,0.00,true
7,8,Cleveland,Cle,DEF,0.00,false
7,9,Josh Allen,Buf,QB,0.00,true
7,9,DJ Moore,Car,WR,0.00,true
7,9,Jakobi Meyers,NE,WR,0.00,true
7,9,Todd Gurley II,Atl,RB,0.00,true
7,9,Duke Johnson,Hou,RB,0.00,true
7,9,Jonnu Smith,Ten,TE,0.00,true
7,9,Clyde Edwards-Helaire,KC,RB,0.00,true
7,9,Cam Newton,NE,QB,0.00,false
7,9,Logan Thomas,Was,TE,0.00,false
7,9,Allen Robinson II,Chi,WR,0.00,false
7,9,Leonard Fournette,TB,RB,0.00,false
7,9,Le'Veon Bell,KC,RB,0.00,false
7,9,D'Andre Swift,Det,RB,0.00,false
7,9,Deebo Samuel,SF,WR,0.00,false
7,9,Justin Tucker,Bal,K,0.00,true
7,9,New York,NYG,DEF,0.00,true
7,9,Cleveland,Cle,DEF,0.00,false
7,10,Josh Allen,Buf,QB,0.00,true
7,10,DJ Moore,Car,WR,0.00,true
7,10,Jakobi Meyers,NE,WR,0.00,true
7,10,Todd Gurley II,Atl,RB,0.00,true
7,10,Duke Johnson,Hou,RB,0.00,true
7,10,Jonnu Smith,Ten,TE,0.00,true
7,10,Clyde Edwards-Helaire,KC,RB,0.00,true
7,10,Cam Newton,NE,QB,0.00,false
7,10,Logan Thomas,Was,TE,0.00,false
7,10,Allen Robinson II,Chi,WR,0.00,false
7,10,Leonard Fournette,TB,RB,0.00,false
7,10,Le'Veon Bell,KC,RB,0.00,false
7,10,D'Andre Swift,Det,RB,0.00,false
7,10,Deebo Samuel,SF,WR,0.00,false
7,10,Justin Tucker,Bal,K,0.00,true
7,10,New York,NYG,DEF,0.00,true
7,10,Cleveland,Cle,DEF,0.00,false
8,1,Russell Wilson,Sea,QB,31.78,true
8,1,Tyreek Hill,KC,WR,13.10,true
8,1,A.J. Brown,Ten,WR,6.40,true
8,1,Kenyan Drake,Ari,RB,13.50,true
8,1,Jonathan Taylor,Ind,RB,11.90,true
8,1,Hayden Hurst,Atl,TE,5.30,true
8,1,Will Fuller V,Hou,WR,15.20,true
8,1,Cam Akers,LAR,RB,4.80,false
8,1,J.K. Dobbins,Bal,RB,14.20,false
8,1,Marvin Jones Jr.,Det,WR,7.50,false
8,1,Darius Slayton,NYG,WR,25.20,false
8,1,Mike Gesicki,Mia,TE,4.50,false
8,1,Ben Roethlisberger,Pit,QB,22.06,false
8,1,Matt Prater,Det,K,12.30,true
8,1,New England,NE,DEF,10.00,true
8,2,Russell Wilson,Sea,QB,33.42,true
8,2,Tyreek Hill,KC,WR,19.30,true
8,2,Will Fuller V,Hou,WR,0.00,true
8,2,Kenyan Drake,Ari,RB,10.50,true
8,2,Jonathan Taylor,Ind,RB,18.00,true
8,2,Hayden Hurst,Atl,TE,15.70,true
8,2,Corey Davis,Ten,WR,11.10,true
8,2,J.K. Dobbins,Bal,RB,6.60,false
8,2,A.J. Brown,Ten,WR,0.00,false
8,2,Cam Akers,LAR,RB,1.30,false
8,2,Mike Gesicki,Mia,TE,23.00,false
8,2,Ben Roethlisberger,Pit,QB,18.24,false
8,2,Matt Prater,Det,K,3.00,true
8,2,Arizona,Ari,DEF,9.50,true
8,2,New England,NE,DEF,4.50,false
8,3,Russell Wilson,Sea,QB,36.80,true
8,3,Tyreek Hill,KC,WR,18.70,true
8,3,Russell Gage,Atl,WR,3.60,true
8,3,Kenyan Drake,Ari,RB,8.40,true
8,3,Jonathan Taylor,Ind,RB,12.70,true
8,3,Mike Gesicki,Mia,TE,8.00,true
8,3,Corey Davis,Ten,WR,9.40,true
8,3,Will Fuller V,Hou,WR,13.40,false
8,3,Hayden Hurst,Atl,TE,6.60,false
8,3,J.K. Dobbins,Bal,RB,6.40,false
8,3,A.J. Brown,Ten,WR,0.00,false
8,3,Ben Roethlisberger,Pit,QB,19.18,false
8,3,Cam Akers,LAR,RB,0.00,false
8,3,Matt Prater,Det,K,15.50,true
8,3,New England,NE,DEF,12.00,true
8,4,Russell Wilson,Sea,QB,20.90,true
8,4,Tyreek Hill,KC,WR,14.40,true
8,4,Will Fuller V,Hou,WR,19.80,true
8,4,Kenyan Drake,Ari,RB,3.50,true
8,4,Jonathan Taylor,Ind,RB,8.40,true
8,4,Mike Gesicki,Mia,TE,2.00,true
8,4,Russell Gage,Atl,WR,3.00,true
8,4,Corey Davis,Ten,WR,0.00,false
8,4,Hayden Hurst,Atl,TE,7.10,false
8,4,J.K. Dobbins,Bal,RB,2.20,false
8,4,A.J. Brown,Ten,WR,0.00,false
8,4,Ben Roethlisberger,Pit,QB,0.00,false
8,4,Matt Prater,Det,K,3.00,true
8,4,Arizona,Ari,DEF,-2.50,true
8,4,New England,NE,DEF,2.50,false
8,5,Josh Allen,Buf,QB,0.00,true
8,5,DJ Moore,Car,WR,0.00,true
8,5,Jakobi Meyers,NE,WR,0.00,true
8,5,Todd Gurley II,Atl,RB,0.00,true
8,5,Duke Johnson,Hou,RB,0.00,true
8,5,Jonnu Smith,Ten,TE,0.00,true
8,5,Clyde Edwards-Helaire,KC,RB,0.00,true
8,5,Cam Newton,NE,QB,0.00,false
8,5,Logan Thomas,Was,TE,0.00,false
8,5,Allen Robinson II,Chi,WR,0.00,false
8,5,Leonard Fournette,TB,RB,0.00,false
8,5,Le'Veon Bell,KC,RB,0.00,false
8,5,D'Andre Swift,Det,RB,0.00,false
8,5,Deebo Samuel,SF,WR,0.00,false
8,5,Justin Tucker,Bal,K,0.00,true
8,5,New York,NYG,DEF,0.00,true
8,5,Cleveland,Cle,DEF,0.00,false
8,6,Josh Allen,Buf,QB,0.00,true
8,6,DJ Moore,Car,WR,0.00,true
8,6,Jakobi Meyers,NE,WR,0.00,true
8,6,Todd Gurley II,Atl,RB,0.00,true
8,6,Duke Johnson,Hou,RB,0.00,true
8,6,Jonnu Smith,Ten,TE,0.00,true
8,6,Clyde Edwards-Helaire,KC,RB,0.00,true
8,6,Cam Newton,NE,QB,0.00,false
8,6,Logan Thomas,Was,TE,0.00,false
8,6,Allen Robinson II,Chi,WR,0.00,false
8,6,Leonard Fournette,TB,RB,0.00,false
8,6,Le'Veon Bell,KC,RB,0.00,false
8,6,D'Andre Swift,Det,RB,0.00,false
8,6,Deebo Samuel,SF,WR,0.00,false
8,6,Justin Tucker,Bal,K,0.00,true
8,6,New York,NYG,DEF,0.00,true
8,6,Cleveland,Cle,DEF,0.00,false
8,7,Josh Allen,Buf,QB,0.00,true
8,7,DJ Moore,Car,WR,0.00,true
8,7,Jakobi Meyers,NE,WR,0.00,true
8,7,Todd Gurley II,Atl,RB,0.00,true
8,7,Duke Johnson,Hou,RB,0.00,true
8,7,Jonnu Smith,Ten,TE,0.00,true
8,7,Clyde Edwards-Helaire,KC,RB,0.00,true
8,7,Cam Newton,NE,QB,0.00,false
8,7,Logan Thomas,Was,TE,0.00,false
8,7,Allen Robinson II,Chi,WR,0.00,false
8,7,Leonard Fournette,TB,RB,0.00,false
8,7,Le'Veon Bell,KC,RB,0.00,false
8,7,D'Andre Swift,Det,RB,0.00,false
8,7,Deebo Samuel,SF,WR,0.00,false
8,7,Justin Tucker,Bal,K,0.00,true
8,7,New York,NYG,DEF,0.00,true
8,7,Cleveland,Cle,DEF,0.00,false
8,8,Josh Allen,Buf,QB,0.00,true
8,8,DJ Moore,Car,WR,0.00,true
8,8,Jakobi Meyers,NE,WR,0.00,true
8,8,Todd Gurley II,Atl,RB,0.00,true
8,8,Duke Johnson,Hou,RB,0.00,true
8,8,Jonnu Smith,Ten,TE,0.00,true
8,8,Clyde Edwards-Helaire,KC,RB,0.00,true
8,8,Cam Newton,NE,QB,0.00,false
8,8,Logan Thomas,Was,TE,0.00,false
8,8,Allen Robinson II,Chi,WR,0.00,false
8,8,Leonard Fournette,TB,RB,0.00,false
8,8,Le'Veon Bell,KC,RB,0.00,false
8,8,D'Andre Swift,Det,RB,0.00,false
8,8,Deebo Samuel,SF,WR,0.00,false
8,8,Justin Tucker,Bal,K,0.00,true
8,8,New York,NYG,DEF,0.00,true
8,8,Cleveland,Cle,DEF,0.00,false
8,9,Josh Allen,Buf,QB,0.00,true
8,9,DJ Moore,Car,WR,0.00,true
8,9,Jakobi Meyers,NE,WR,0.00,true
8,9,Todd Gurley II,Atl,RB,0.00,true
8,9,Duke Johnson,Hou,RB,0.00,true
8,9,Jonnu Smith,Ten,TE,0.00,true
8,9,Clyde Edwards-Helaire,KC,RB,0.00,true
8,9,Cam Newton,NE,QB,0.00,false
8,9,Logan Thomas,Was,TE,0.00,false
8,9,Allen Robinson II,Chi,WR,0.00,false
8,9,Leonard Fournette,TB,RB,0.00,false
