team,week,name,nflteam,position,score,started
8,9,Le'Veon Bell,KC,RB,0.00,false
8,9,D'Andre Swift,Det,RB,0.00,false
8,9,Deebo Samuel,SF,WR,0.00,false
8,9,Justin Tucker,Bal,K,0.00,true
8,9,New York,NYG,DEF,0.00,true
8,9,Cleveland,Cle,DEF,0.00,false
8,10,Josh Allen,Buf,QB,0.00,true
8,10,DJ Moore,Car,WR,0.00,true
8,10,Jakobi Meyers,NE,WR,0.00,true
8,10,Todd Gurley II,Atl,RB,0.00,true
8,10,Duke Johnson,Hou,RB,0.00,true
8,10,Jonnu Smith,Ten,TE,0.00,true
8,10,Clyde Edwards-Helaire,KC,RB,0.00,true
8,10,Cam Newton,NE,QB,0.00,false
8,10,Logan Thomas,Was,TE,0.00,false
8,10,Allen Robinson II,Chi,WR,0.00,false
8,10,Leonard Fournette,TB,RB,0.00,false
8,10,Le'Veon Bell,KC,RB,0.00,false
8,10,D'Andre Swift,Det,RB,0.00,false
8,10,Deebo Samuel,SF,WR,0.00,false
8,10,Justin Tucker,Bal,K,0.00,true
8,10,New York,NYG,DEF,0.00,true
8,10,Cleveland,Cle,DEF,0.00,false
9,1,Matt Ryan,Atl,QB,23.90,true
9,1,Chris Godwin,TB,WR,10.90,true
9,1,DJ Moore,Car,WR,7.40,true
9,1,Derrick Henry,Ten,RB,14.60,true
9,1,Boston Scott,Phi,RB,6.40,true
9,1,Tyler Higbee,LAR,TE,5.50,true
9,1,Terry McLaurin,Was,WR,8.60,true
9,1,Miles Sanders,Phi,RB,0.00,false
9,1,Kareem Hunt,Cle,RB,10.10,false
9,1,Jarvis Landry,Cle,WR,8.60,false
9,1,Tevin Coleman,SF,RB,2.90,false
9,1,Jonnu Smith,Ten,TE,11.60,false
9,1,Wil Lutz,NO,K,9.00,true
9,1,Indianapolis,Ind,DEF,5.00,true
9,1,Tennessee,Ten,DEF,4.00,false
9,2,Matt Ryan,Atl,QB,28.52,true
9,2,DJ Moore,Car,WR,16.00,true
9,2,Mike Williams,LAC,WR,2.40,true
9,2,Derrick Henry,Ten,RB,8.40,true
9,2,Miles Sanders,Phi,RB,18.60,true
9,2,Jonnu Smith,Ten,TE,22.40,true
9,2,Terry McLaurin,Was,WR,22.00,true
9,2,Tyler Higbee,LAR,TE,25.90,false
9,2,Kareem Hunt,Cle,RB,23.10,false
9,2,Jarvis Landry,Cle,WR,6.10,false
9,2,Jerick McKinnon,SF,RB,13.70,false
9,2,Drew Brees,NO,QB,14.48,false
9,2,Chris Godwin,TB,WR,0.00,false
9,2,Wil Lutz,NO,K,6.10,true
9,2,Tennessee,Ten,DEF,2.00,true
9,2,Indianapolis,Ind,DEF,15.50,false
9,3,Matt Ryan,Atl,QB,11.42,true
9,3,Chris Godwin,TB,WR,14.90,true
9,3,Terry McLaurin,Was,WR,10.60,true
9,3,Derrick Henry,Ten,RB,26.00,true
9,3,Miles Sanders,Phi,RB,12.70,true
9,3,Jonnu Smith,Ten,TE,8.60,true
9,3,Kareem Hunt,Cle,RB,13.40,true
9,3,Jerick McKinnon,SF,RB,15.20,false
9,3,DJ Moore,Car,WR,7.50,false
9,3,Tyler Higbee,LAR,TE,7.00,false
9,3,Jarvis Landry,Cle,WR,5.60,false
9,3,Drew Brees,NO,QB,23.52,false
9,3,Wil Lutz,NO,K,14.40,true
9,3,Indianapolis,Ind,DEF,28.00,true
9,3,Los Angeles,LAR,DEF,5.00,false
9,4,Matt Ryan,Atl,QB,12.40,true
9,4,Terry McLaurin,Was,WR,16.80,true
9,4,DJ Moore,Car,WR,6.90,true
9,4,Miles Sanders,Phi,RB,8.60,true
9,4,Kareem Hunt,Cle,RB,19.10,true
9,4,Tyler Higbee,LAR,TE,3.60,true
9,4,Jerick McKinnon,SF,RB,19.20,true
9,4,Derrick Henry,Ten,RB,0.00,false
9,4,Jonnu Smith,Ten,TE,0.00,false
9,4,Jarvis Landry,Cle,WR,12.78,false
9,4,Marquez Valdes-Scantling,GB,WR,6.50,false
9,4,Eric Ebron,Pit,TE,0.00,false
9,4,Alshon Jeffery,Phi,WR,0.00,false
9,4,Chris Godwin,TB,WR,0.00,false
9,4,Wil Lutz,NO,K,5.00,true
9,4,Los Angeles,LAR,DEF,12.50,true
9,4,Kansas City,KC,DEF,17.50,false
9,5,Josh Allen,Buf,QB,0.00,true
9,5,DJ Moore,Car,WR,0.00,true
9,5,Jakobi Meyers,NE,WR,0.00,true
9,5,Todd Gurley II,Atl,RB,0.00,true
9,5,Duke Johnson,Hou,RB,0.00,true
9,5,Jonnu Smith,Ten,TE,0.00,true
9,5,Clyde Edwards-Helaire,KC,RB,0.00,true
9,5,Cam Newton,NE,QB,0.00,false
9,5,Logan Thomas,Was,TE,0.00,false
9,5,Allen Robinson II,Chi,WR,0.00,false
9,5,Leonard Fournette,TB,RB,0.00,false
9,5,Le'Veon Bell,KC,RB,0.00,false
9,5,D'Andre Swift,Det,RB,0.00,false
9,5,Deebo Samuel,SF,WR,0.00,false
9,5,Justin Tucker,Bal,K,0.00,true
9,5,New York,NYG,DEF,0.00,true
9,5,Cleveland,Cle,DEF,0.00,false
9,6,Josh Allen,Buf,QB,0.00,true
9,6,DJ Moore,Car,WR,0.00,true
9,6,Jakobi Meyers,NE,WR,0.00,true
9,6,Todd Gurley II,Atl,RB,0.00,true
9,6,Duke Johnson,Hou,RB,0.00,true
9,6,Jonnu Smith,Ten,TE,0.00,true
9,6,Clyde Edwards-Helaire,KC,RB,0.00,true
9,6,Cam Newton,NE,QB,0.00,false
9,6,Logan Thomas,Was,TE,0.00,false
9,6,Allen Robinson II,Chi,WR,0.00,false
9,6,Leonard Fournette,TB,RB,0.00,false
9,6,Le'Veon Bell,KC,RB,0.00,false
9,6,D'Andre Swift,Det,RB,0.00,false
9,6,Deebo Samuel,SF,WR,0.00,false
9,6,Justin Tucker,Bal,K,0.00,true
9,6,New York,NYG,DEF,0.00,true
9,6,Cleveland,Cle,DEF,0.00,false
9,7,Josh Allen,Buf,QB,0.00,true
9,7,DJ Moore,Car,WR,0.00,true
9,7,Jakobi Meyers,NE,WR,0.00,true
9,7,Todd Gurley II,Atl,RB,0.00,true
9,7,Duke Johnson,Hou,RB,0.00,true
9,7,Jonnu Smith,Ten,TE,0.00,true
9,7,Clyde Edwards-Helaire,KC,RB,0.00,true
9,7,Cam Newton,NE,QB,0.00,false
9,7,Logan Thomas,Was,TE,0.00,false
9,7,Allen Robinson II,Chi,WR,0.00,false
9,7,Leonard Fournette,TB,RB,0.00,false
9,7,Le'Veon Bell,KC,RB,0.00,false
9,7,D'Andre Swift,Det,RB,0.00,false
9,7,Deebo Samuel,SF,WR,0.00,false
9,7,Justin Tucker,Bal,K,0.00,true
9,7,New York,NYG,DEF,0.00,true
9,7,Cleveland,Cle,DEF,0.00,false
9,8,Josh Allen,Buf,QB,0.00,true
9,8,DJ Moore,Car,WR,0.00,true
9,8,Jakobi Meyers,NE,WR,0.00,true
9,8,Todd Gurley II,Atl,RB,0.00,true
9,8,Duke Johnson,Hou,RB,0.00,true
9,8,Jonnu Smith,Ten,TE,0.00,true
9,8,Clyde Edwards-Helaire,KC,RB,0.00,true
9,8,Cam Newton,NE,QB,0.00,false
9,8,Logan Thomas,Was,TE,0.00,false
9,8,Allen Robinson II,Chi,WR,0.00,false
9,8,Leonard Fournette,TB,RB,0.00,false
9,8,Le'Veon Bell,KC,RB,0.00,false
9,8,D'Andre Swift,Det,RB,0.00,false
9,8,Deebo Samuel,SF,WR,0.00,false
9,8,Justin Tucker,Bal,K,0.00,true
9,8,New York,NYG,DEF,0.00,true
9,8,Cleveland,Cle,DEF,0.00,false
9,9,Josh Allen,Buf,QB,0.00,true
9,9,DJ Moore,Car,WR,0.00,true
9,9,Jakobi Meyers,NE,WR,0.00,true
9,9,Todd Gurley II,Atl,RB,0.00,true
9,9,Duke Johnson,Hou,RB,0.00,true
9,9,Jonnu Smith,Ten,TE,0.00,true
9,9,Clyde Edwards-Helaire,KC,RB,0.00,true
9,9,Cam Newton,NE,QB,0.00,false
9,9,Logan Thomas,Was,TE,0.00,false
9,9,Allen Robinson II,Chi,WR,0.00,false
9,9,Leonard Fournette,TB,RB,0.00,false
9,9,Le'Veon Bell,KC,RB,0.00,false
9,9,D'Andre Swift,Det,RB,0.00,false
9,9,Deebo Samuel,SF,WR,0.00,false
9,9,Justin Tucker,Bal,K,0.00,true
9,9,New York,NYG,DEF,0.00,true
9,9,Cleveland,Cle,DEF,0.00,false
9,10,Josh Allen,Buf,QB,0.00,true
9,10,DJ Moore,Car,WR,0.00,true
9,10,Jakobi Meyers,NE,WR,0.00,true
9,10,Todd Gurley II,Atl,RB,0.00,true
9,10,Duke Johnson,Hou,RB,0.00,true
9,10,Jonnu Smith,Ten,TE,0.00,true
9,10,Clyde Edwards-Helaire,KC,RB,0.00,true
9,10,Cam Newton,NE,QB,0.00,false
9,10,Logan Thomas,Was,TE,0.00,false
9,10,Allen Robinson II,Chi,WR,0.00,false
9,10,Leonard Fournette,TB,RB,0.00,false
9,10,Le'Veon Bell,KC,RB,0.00,false
9,10,D'Andre Swift,Det,RB,0.00,false
9,10,Deebo Samuel,SF,WR,0.00,false
9,10,Justin Tucker,Bal,K,0.00,true
9,10,New York,NYG,DEF,0.00,true
9,10,Cleveland,Cle,DEF,0.00,false
10,1,Dak Prescott,Dal,QB,17.64,true
10,1,Amari Cooper,Dal,WR,13.10,true
10,1,DeVante Parker,Mia,WR,6.70,true
10,1,Aaron Jones,GB,RB,15.60,true
10,1,Chris Carson,Sea,RB,21.60,true
10,1,Mark Andrews,Bal,TE,20.30,true
10,1,Saquon Barkley,NYG,RB,9.60,true
10,1,David Montgomery,Chi,RB,7.90,false
10,1,Leonard Fournette,TB,RB,2.40,false
10,1,James Robinson,Jax,RB,9.50,false
10,1,DeSean Jackson,Phi,WR,5.60,false
10,1,Carlos Hyde,Sea,RB,8.30,false
10,1,Laviska Shenault Jr.,Jax,WR,12.20,false
10,1,Justin Tucker,Bal,K,9.10,true
10,1,Baltimore,Bal,DEF,10.50,true
10,2,Dak Prescott,Dal,QB,39.80,true
10,2,Amari Cooper,Dal,WR,13.00,true
10,2,Darius Slayton,NYG,WR,4.80,true
10,2,Aaron Jones,GB,RB,43.60,true
10,2,Saquon Barkley,NYG,RB,2.80,true
10,2,Mark Andrews,Bal,TE,3.40,true
10,2,Chris Carson,Sea,RB,18.30,true
10,2,DeVante Parker,Mia,WR,13.80,false
10,2,David Montgomery,Chi,RB,20.20,false
10,2,Leonard Fournette,TB,RB,25.60,false
10,2,James Robinson,Jax,RB,19.50,false
10,2,DeSean Jackson,Phi,WR,9.40,false
10,2,Parris Campbell,Ind,WR,0.70,false
10,2,Justin Tucker,Bal,K,16.80,true
10,2,Baltimore,Bal,DEF,14.50,true
10,3,Dak Prescott,Dal,QB,27.48,true
10,3,Amari Cooper,Dal,WR,13.10,true
10,3,DeVante Parker,Mia,WR,9.40,true
10,3,Chris Carson,Sea,RB,9.10,true
10,3,James Robinson,Jax,RB,27.90,true
10,3,Mark Andrews,Bal,TE,3.70,true
10,3,Aaron Jones,GB,RB,15.60,true
10,3,David Montgomery,Chi,RB,6.40,false
10,3,Leonard Fournette,TB,RB,3.20,false
10,3,Jerry Jeudy,Den,WR,8.00,false
10,3,Carlos Hyde,Sea,RB,2.80,false
10,3,Sammy Watkins,KC,WR,9.70,false
10,3,Jamison Crowder,NYJ,WR,0.00,false
10,3,David Njoku,Cle,TE,0.00,false
10,3,Justin Tucker,Bal,K,8.80,true
10,3,Tennessee,Ten,DEF,6.00,true
10,3,Baltimore,Bal,DEF,4.50,false
10,4,Dak Prescott,Dal,QB,37.28,true
10,4,Amari Cooper,Dal,WR,27.40,true
10,4,DeVante Parker,Mia,WR,16.00,true
10,4,Chris Carson,Sea,RB,23.50,true
10,4,James Robinson,Jax,RB,12.70,true
10,4,Mark Andrews,Bal,TE,19.20,true
10,4,Aaron Jones,GB,RB,19.60,true
10,4,David Montgomery,Chi,RB,9.20,false
10,4,Jerry Jeudy,Den,WR,13.10,false
10,4,Sammy Watkins,KC,WR,4.30,false
10,4,Justin Jefferson,Min,WR,12.30,false
10,4,Jamaal Williams,GB,RB,14.50,false
10,4,N'Keal Harry,NE,WR,9.60,false
10,4,Carlos Hyde,Sea,RB,0.00,false
10,4,Leonard Fournette,TB,RB,0.00,false
10,4,Justin Tucker,Bal,K,8.60,true
10,4,Baltimore,Bal,DEF,7.00,true
10,5,Josh Allen,Buf,QB,0.00,true
10,5,DJ Moore,Car,WR,0.00,true
10,5,Jakobi Meyers,NE,WR,0.00,true
10,5,Todd Gurley II,Atl,RB,0.00,true
10,5,Duke Johnson,Hou,RB,0.00,true
10,5,Jonnu Smith,Ten,TE,0.00,true
10,5,Clyde Edwards-Helaire,KC,RB,0.00,true
10,5,Cam Newton,NE,QB,0.00,false
10,5,Logan Thomas,Was,TE,0.00,false
10,5,Allen Robinson II,Chi,WR,0.00,false
10,5,Leonard Fournette,TB,RB,0.00,false
10,5,Le'Veon Bell,KC,RB,0.00,false
10,5,D'Andre Swift,Det,RB,0.00,false
10,5,Deebo Samuel,SF,WR,0.00,false
10,5,Justin Tucker,Bal,K,0.00,true
10,5,New York,NYG,DEF,0.00,true
10,5,Cleveland,Cle,DEF,0.00,false
10,6,Josh Allen,Buf,QB,0.00,true
10,6,DJ Moore,Car,WR,0.00,true
10,6,Jakobi Meyers,NE,WR,0.00,true
10,6,Todd Gurley II,Atl,RB,0.00,true
10,6,Duke Johnson,Hou,RB,0.00,true
10,6,Jonnu Smith,Ten,TE,0.00,true
10,6,Clyde Edwards-Helaire,KC,RB,0.00,true
10,6,Cam Newton,NE,QB,0.00,false
10,6,Logan Thomas,Was,TE,0.00,false
10,6,Allen Robinson II,Chi,WR,0.00,false
10,6,Leonard Fournette,TB,RB,0.00,false
10,6,Le'Veon Bell,KC,RB,0.00,false
10,6,D'Andre Swift,Det,RB,0.00,false
10,6,Deebo Samuel,SF,WR,0.00,false
10,6,Justin Tucker,Bal,K,0.00,true
10,6,New York,NYG,DEF,0.00,true
10,6,Cleveland,Cle,DEF,0.00,false
10,7,Josh Allen,Buf,QB,0.00,true
10,7,DJ Moore,Car,WR,0.00,true
10,7,Jakobi Meyers,NE,WR,0.00,true
10,7,Todd Gurley II,Atl,RB,0.00,true
10,7,Duke Johnson,Hou,RB,0.00,true
10,7,Jonnu Smith,Ten,TE,0.00,true
10,7,Clyde Edwards-Helaire,KC,RB,0.00,true
10,7,Cam Newton,NE,QB,0.00,false
10,7,Logan Thomas,Was,TE,0.00,false
10,7,Allen Robinson II,Chi,WR,0.00,false
10,7,Leonard Fournette,TB,RB,0.00,false
10,7,Le'Veon Bell,KC,RB,0.00,false
10,7,D'Andre Swift,Det,RB,0.00,false
10,7,Deebo Samuel,SF,WR,0.00,false
10,7,Justin Tucker,Bal,K,0.00,true
10,7,New York,NYG,DEF,0.00,true
10,7,Cleveland,Cle,DEF,0.00,false
10,8,Josh Allen,Buf,QB,0.00,true
10,8,DJ Moore,Car,WR,0.00,true
10,8,Jakobi Meyers,NE,WR,0.00,true
10,8,Todd Gurley II,Atl,RB,0.00,true
10,8,Duke Johnson,Hou,RB,0.00,true
10,8,Jonnu Smith,Ten,TE,0.00,true
10,8,Clyde Edwards-Helaire,KC,RB,0.00,true
10,8,Cam Newton,NE,QB,0.00,false
10,8,Logan Thomas,Was,TE,0.00,false
10,8,Allen Robinson II,Chi,WR,0.00,false
10,8,Leonard Fournette,TB,RB,0.00,false
10,8,Le'Veon Bell,KC,RB,0.00,false
10,8,D'Andre Swift,Det,RB,0.00,false
10,8,Deebo Samuel,SF,WR,0.00,false
10,8,Justin Tucker,Bal,K,0.00,true
10,8,New York,NYG,DEF,0.00,true
10,8,Cleveland,Cle,DEF,0.00,false
10,9,Josh Allen,Buf,QB,0.00,true
10,9,DJ Moore,Car,WR,0.00,true
10,9,Jakobi Meyers,NE,WR,0.00,true
10,9,Todd Gurley II,Atl,RB,0.00,true
10,9,Duke Johnson,Hou,RB,0.00,true
10,9,Jonnu Smith,Ten,TE,0.00,true
10,9,Clyde Edwards-Helaire,KC,RB,0.00,true
10,9,Cam Newton,NE,QB,0.00,false
10,9,Logan Thomas,Was,TE,0.00,false
10,9,Allen Robinson II,Chi,WR,0.00,false
10,9,Leonard Fournette,TB,RB,0.00,false
10,9,Le'Veon Bell,KC,RB,0.00,false
10,9,D'Andre Swift,Det,RB,0.00,false
10,9,Deebo Samuel,SF,WR,0.00,false
10,9,Justin Tucker,Bal,K,0.00,true
10,9,New York,NYG,DEF,0.00,true
10,9,Cleveland,Cle,DEF,0.00,false
10,10,Josh Allen,Buf,QB,0.00,true
10,10,DJ Moore,Car,WR,0.00,true
10,10,Jakobi Meyers,NE,WR,0.00,true
10,10,Todd Gurley II,Atl,RB,0.00,true
10,10,Duke Johnson,Hou,RB,0.00,true
10,10,Jonnu Smith,Ten,TE,0.00,true
10,10,Clyde Edwards-Helaire,KC,RB,0.00,true
10,10,Cam Newton,NE,QB,0.00,false
10,10,Logan Thomas,Was,TE,0.00,false
10,10,Allen Robinson II,Chi,WR,0.00,false
10,10,Leonard Fournette,TB,RB,0.00,false
10,10,Le'Veon Bell,KC,RB,0.00,false
10,10,D'Andre Swift,Det,RB,0.00,false
10,10,Deebo Samuel,SF,WR,0.00,false
10,10,Justin Tucker,Bal,K,0.00,true
10,10,New York,NYG,DEF,0.00,true
10,10,Cleveland,Cle,DEF,0.00,false
